% Model:              version04.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 14 2023, 16:33
% Dimension:          1
% Nodes:              1649
% Expressions:        101
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
22.32021157643642,5.128747464878776E20,1.0172310196277197E21,1.5215872927675565E21,2.0259435659073888E21,2.5302998390472274E21,3.0346561121870686E21,3.5390123853269094E21,4.0433686584667506E21,4.547724931606589E21,5.052081204746421E21,5.556437477886269E21,6.060793751026101E21,6.565150024165946E21,7.069506297305791E21,7.573862570445632E21,8.078218843585487E21,8.582575116725276E21,9.086931389865151E21,9.591287663004974E21,1.0095643936144818E22,1.0600000209284711E22,1.1104356482424527E22,1.1608712755564352E22,1.2113069028704233E22,1.261742530184405E22,1.3121781574983838E22,1.362613784812368E22,1.4130494121263527E22,1.463485039440334E22,1.5139206667543261E22,1.5643562940683092E22,1.6147919213822896E22,1.665227548696271E22,1.7156631760102616E22,1.7660988033242478E22,1.8165344306382275E22,1.8669700579522096E22,1.9174056852661914E22,1.9678413125801795E22,2.0182769398941634E22,2.0687125672081356E22,2.1191481945221325E22,2.1695838218361135E22,2.2200194491501003E22,2.2704550764640897E22,2.3208907037780656E22,2.371326331092037E22,2.4217619584060314E22,2.4721975857200203E22,2.522633213034002E22,2.573068840347977E22,2.623504467661972E22,2.673940094975958E22,2.724375722289937E22,2.7748113496039292E22,2.8252469769179127E22,2.8756826042318824E22,2.9261182315458785E22,2.9765538588598527E22,3.0269894861738413E22,3.0774251134878248E22,3.127860740801804E22,3.1782963681157875E22,3.2287319954297736E22,3.2791676227437554E22,3.3296032500577296E22,3.380038877371727E22,3.4304745046857084E22,3.4809101319997E22,3.531345759313678E22,3.5817813866276693E22,3.632217013941644E22,3.6826526412556288E22,3.7330882685696077E22,3.783523895883605E22,3.8339595231975805E22,3.88439515051157E22,3.934830777825547E22,3.985266405139536E22,4.035702032453525E22,4.086137659767509E22,4.136573287081477E22,4.187008914395465E22,4.237444541709455E22,4.287880169023442E22,4.338315796337433E22,4.388751423651406E22,4.439187050965406E22,4.489622678279377E22,4.5400583055933545E22,4.590493932907346E22,4.640929560221332E22,4.6913651875353205E22,4.741800814849278E22,4.792236442163281E22,4.842672069477246E22,4.893107696791245E22,4.943543324105217E22,4.993978951419227E22,5.044414578733184E22,5.094850206047185E22
22.348956018828567,5.108432825381419E20,1.0129910776282975E21,1.5151388727184518E21,2.0172866678085979E21,2.519434462898755E21,3.021582257988911E21,3.523730053079065E21,4.0258778481692246E21,4.5280256432593746E21,5.030173438349521E21,5.532321233439686E21,6.034469028529842E21,6.536616823619993E21,7.038764618710157E21,7.540912413800302E21,8.043060208890493E21,8.545208003980586E21,9.047355799070777E21,9.54950359416092E21,1.0051651389251052E22,1.0553799184341275E22,1.1055946979431418E22,1.1558094774521546E22,1.2060242569611734E22,1.2562390364701887E22,1.306453815979198E22,1.356668595488216E22,1.4068833749972302E22,1.4570981545062454E22,1.5073129340152628E22,1.5575277135242811E22,1.6077424930332919E22,1.6579572725423073E22,1.708172052051326E22,1.7583868315603443E22,1.8086016110693578E22,1.8588163905783717E22,1.909031170087384E22,1.9592459495964007E22,2.0094607291054178E22,2.059675508614424E22,2.1098902881234514E22,2.1601050676324626E22,2.2103198471414813E22,2.260534626650502E22,2.3107494061595083E22,2.360964185668512E22,2.411178965177539E22,2.4613937446865607E22,2.5116085241955744E22,2.561823303704579E22,2.6120380832136064E22,2.6622528627226196E22,2.712467642231632E22,2.7626824217406537E22,2.8128972012496737E22,2.8631119807586777E22,2.9133267602676986E22,2.963541539776707E22,3.013756319285727E22,3.0639710987947455E22,3.1141858783037588E22,3.164400657812772E22,3.2146154373217857E22,3.2648302168307956E22,3.3150449963398135E22,3.365259775848826E22,3.415474555357847E22,3.465689334866866E22,3.515904114375879E22,3.5661188938849E22,3.616333673393913E22,3.6665484529029215E22,3.7167632324119344E22,3.766978011920961E22,3.817192791429976E22,3.8674075709389956E22,3.9176223504480105E22,3.967837129957022E22,4.0180519094660454E22,4.068266688975056E22,4.118481468484057E22,4.168696247993076E22,4.218911027502099E22,4.269125807011118E22,4.3193405865201435E22,4.369555366029146E22,4.419770145538172E22,4.46998492504718E22,4.520199704556187E22,4.570414484065205E22,4.620629263574218E22,4.67084404308324E22,4.72105882259223E22,4.771273602101272E22,4.821488381610268E22,4.8717031611193054E22,4.921917940628302E22,4.972132720137341E22,5.022347499646326E22,5.072562279155366E22
22.410643013768976,5.011917825849151E20,9.933089972367618E20,1.4854262118886067E21,1.977543426540443E21,2.469660641192293E21,2.961777855844134E21,3.4538950704959833E21,3.9460122851478303E21,4.438129499799674E21,4.93024671445152E21,5.42236392910337E21,5.914481143755216E21,6.406598358407058E21,6.898715573058899E21,7.390832787710746E21,7.882950002362624E21,8.37506721701441E21,8.867184431666294E21,9.359301646318143E21,9.851418860969976E21,1.0343536075621863E22,1.0835653290273695E22,1.1327770504925536E22,1.1819887719577383E22,1.2312004934229224E22,1.2804122148881037E22,1.3296239363532907E22,1.3788356578184731E22,1.4280473792836578E22,1.4772591007488463E22,1.526470822214032E22,1.575682543679209E22,1.624894265144395E22,1.674105986609586E22,1.723317708074771E22,1.7725294295399535E22,1.821741151005134E22,1.8709528724703174E22,1.920164593935505E22,1.9693763154006895E22,2.0185880368658675E22,2.067799758331061E22,2.1170114797962395E22,2.1662232012614313E22,2.2154349227266198E22,2.264646644191795E22,2.3138583656569716E22,2.3630700871221634E22,2.4122818085873523E22,2.461493530052533E22,2.5107052515177116E22,2.5599169729829085E22,2.6091286944480907E22,2.658340415913271E22,2.707552137378464E22,2.7567638588436494E22,2.805975580308829E22,2.8551873017740154E22,2.9043990232391934E22,2.953610744704381E22,3.0028224661695733E22,3.052034187634753E22,3.1012459090999306E22,3.1504576305651157E22,3.1996693520302958E22,3.248881073495478E22,3.298092794960666E22,3.347304516425853E22,3.396516237891046E22,3.445727959356224E22,3.4949396808214086E22,3.5441514022865966E22,3.5933631237517704E22,3.642574845216961E22,3.6917865666821558E22,3.740998288147328E22,3.790210009612527E22,3.839421731077706E22,3.888633452542883E22,3.93784517400808E22,3.987056895473265E22,4.036268616938435E22,4.085480338403626E22,4.134692059868811E22,4.183903781334003E22,4.2331155027991875E22,4.282327224264357E22,4.33153894572956E22,4.3807506671947366E22,4.4299623886599204E22,4.4791741101250984E22,4.528385831590288E22,4.577597553055478E22,4.626809274520628E22,4.676020995985846E22,4.7252327174510085E22,4.774444438916217E22,4.823656160381385E22,4.872867881846592E22,4.922079603311739E22,4.971291324776956E22
22.43205109162503,4.99346451919128E20,9.894875605989044E20,1.4796286692786795E21,1.9697697779584438E21,2.4599108866382244E21,2.950051995317996E21,3.440193103997776E21,3.9303342126775565E21,4.4204753213573237E21,4.910616430037094E21,5.400757538716872E21,5.890898647396649E21,6.381039756076428E21,6.871180864756194E21,7.361321973435978E21,7.851463082115789E21,8.341604190795495E21,8.831745299475314E21,9.321886408155076E21,9.812027516834825E21,1.0302168625514658E22,1.0792309734194427E22,1.1282450842874181E22,1.1772591951553973E22,1.2262733060233742E22,1.275287416891347E22,1.3243015277593263E22,1.373315638627306E22,1.42232974949528E22,1.4713438603632634E22,1.5203579712312378E22,1.5693720820992113E22,1.6183861929671886E22,1.6674003038351751E22,1.7164144147031529E22,1.7654285255711243E22,1.8144426364391018E22,1.8634567473070795E22,1.9124708581750585E22,1.9614849690430358E22,2.0104990799110018E22,2.0595131907789925E22,2.1085273016469677E22,2.1575414125149517E22,2.206555523382926E22,2.2555696342508983E22,2.30458374511887E22,2.353597855986853E22,2.4026119668548374E22,2.451626077722807E22,2.5006401885907806E22,2.5496542994587655E22,2.598668410326746E22,2.6476825211947205E22,2.696696632062702E22,2.745710742930686E22,2.7947248537986532E22,2.8437389646666322E22,2.892753075534604E22,2.9417671864025864E22,2.9907812972705687E22,3.0397954081385393E22,3.0888095190065137E22,3.1378236298744927E22,3.1868377407424704E22,3.2358518516104397E22,3.2848659624784233E22,3.3338800733463993E22,3.3828941842143913E22,3.431908295082356E22,3.480922405950336E22,3.5299365168183178E22,3.578950627686292E22,3.627964738554265E22,3.6769788494222497E22,3.7259929602902203E22,3.7750070711582114E22,3.824021182026182E22,3.873035292894154E22,3.922049403762144E22,3.971063514630116E22,4.02007762549808E22,4.069091736366063E22,4.118105847234043E22,4.1671199581020264E22,4.216134068970011E22,4.265148179837981E22,4.3141622907059676E22,4.363176401573935E22,4.412190512441913E22,4.461204623309887E22,4.510218734177861E22,4.559232845045856E22,4.6082469559137995E22,4.6572610667818E22,4.706275177649761E22,4.7552892885177565E22,4.804303399385721E22,4.853317510253726E22,4.902331621121661E22,4.951345731989663E22
22.442979907540774,4.983189166747358E20,9.873651762557147E20,1.4764114358366867E21,1.9654576954176561E21,2.4545039549986326E21,2.9435502145796057E21,3.4325964741605867E21,3.921642733741559E21,4.410688993322538E21,4.899735252903509E21,5.388781512484484E21,5.87782777206546E21,6.366874031646441E21,6.855920291227406E21,7.344966550808389E21,7.834012810389397E21,8.323059069970315E21,8.812105329551324E21,9.301151589132298E21,9.790197848713246E21,1.0279244108294273E22,1.076829036787524E22,1.125733662745622E22,1.1746382887037205E22,1.223542914661816E22,1.2724475406199097E22,1.3213521665780083E22,1.370256792536108E22,1.4191614184942035E22,1.4680660444523037E22,1.5169706704104023E22,1.5658752963684948E22,1.6147799223265908E22,1.6636845482846963E22,1.7125891742427936E22,1.7614938002008861E22,1.8103984261589828E22,1.8593030521170807E22,1.90820767807518E22,1.9571123040332783E22,2.0060169299913687E22,2.054921555949474E22,2.1038261819075713E22,2.1527308078656713E22,2.2016354338237713E22,2.2505400597818613E22,2.299444685739949E22,2.3483493116980597E22,2.397253937656162E22,2.446158563614253E22,2.495063189572345E22,2.543967815530452E22,2.592872441488548E22,2.6417770674466415E22,2.690681693404745E22,2.739586319362848E22,2.788490945320936E22,2.8373955712790433E22,2.8863001972371282E22,2.935204823195231E22,2.9841094491533316E22,3.0330140751114208E22,3.0819187010695196E22,3.1308233270276225E22,3.179727952985713E22,3.2286325789438037E22,3.2775372049019063E22,3.3264418308600055E22,3.375346456818111E22,3.4242510827761984E22,3.4731557087343005E22,3.5220603346924006E22,3.5709649606504884E22,3.619869586608592E22,3.6687742125666973E22,3.717678838524787E22,3.7665834644828886E22,3.815488090440982E22,3.864392716399081E22,3.913297342357188E22,3.9622019683152875E22,4.011106594273367E22,4.060011220231468E22,4.1089158461895674E22,4.1578204721476675E22,4.206725098105772E22,4.25562972406387E22,4.304534350021974E22,4.35343897598006E22,4.402343601938159E22,4.4512482278962534E22,4.500152853854352E22,4.549057479812451E22,4.597962105770525E22,4.646866731728649E22,4.6957713576867284E22,4.7446759836448385E22,4.7935806096029184E22,4.8424852355610394E22,4.891389861519104E22,4.940294487477236E22
22.517364984486857,4.9628471777972126E20,9.828424803183544E20,1.46940024285698E21,1.955958005395601E21,2.442515767934235E21,2.929073530472868E21,3.415631293011497E21,3.902189055550134E21,4.388746818088751E21,4.875304580627382E21,5.361862343166015E21,5.848420105704638E21,6.334977868243262E21,6.8215356307819E21,7.308093393320517E21,7.794651155859191E21,8.281208918397776E21,8.767766680936422E21,9.254324443475053E21,9.740882206013665E21,1.0227439968552328E22,1.0713997731090955E22,1.1200555493629589E22,1.1687113256168224E22,1.217367101870685E22,1.2660228781245446E22,1.3146786543784084E22,1.3633344306322726E22,1.4119902068861328E22,1.4606459831399989E22,1.509301759393864E22,1.5579575356477208E22,1.6066133119015825E22,1.6552690881554522E22,1.7039248644093174E22,1.752580640663176E22,1.8012364169170376E22,1.8498921931708993E22,1.8985479694247612E22,1.947203745678627E22,1.9958595219324855E22,2.0445152981863557E22,2.0931710744402118E22,2.1418268506940816E22,2.190482626947949E22,2.2391384032018025E22,2.2877941794556615E22,2.3364499557095276E22,2.3851057319633987E22,2.4337615082172577E22,2.482417284471111E22,2.531073060724984E22,2.5797288369788463E22,2.628384613232707E22,2.6770403894865764E22,2.725696165740445E22,2.7743519419942977E22,2.823007718248164E22,2.8716634945020194E22,2.920319270755887E22,2.9689750470097558E22,3.017630823263608E22,3.066286599517471E22,3.11494237577134E22,3.163598152025198E22,3.212253928279055E22,3.260909704532922E22,3.309565480786782E22,3.358221257040657E22,3.406877033294509E22,3.4555328095483844E22,3.5041885858022447E22,3.552844362056094E22,3.6015001383099584E22,3.650155914563832E22,3.6988116908176965E22,3.7474674670715584E22,3.79612324332542E22,3.8447790195792855E22,3.893434795833151E22,3.942090572087011E22,3.990746348340868E22,4.039402124594736E22,4.088057900848597E22,4.136713677102456E22,4.1853694533563285E22,4.23402522961018E22,4.28268100586407E22,4.3313367821179154E22,4.379992558371775E22,4.428648334625641E22,4.4773041108794965E22,4.525959887133361E22,4.574615663387202E22,4.623271439641092E22,4.67192721589493E22,4.720582992148819E22,4.769238768402669E22,4.817894544656552E22,4.8665503209103724E22,4.915206097164278E22
22.523752238097803,4.9087354841245044E20,9.719818692435908E20,1.4530901900747274E21,1.9341985109058571E21,2.4153068317369995E21,2.8964151525681387E21,3.3775234733992764E21,3.858631794230425E21,4.3397401150615454E21,4.820848435892687E21,5.301956756723833E21,5.783065077554966E21,6.2641733983861E21,6.745281719217247E21,7.226390040048387E21,7.707498360879557E21,8.188606681710636E21,8.669715002541803E21,9.15082332337293E21,9.63193164420406E21,1.0113039965035222E22,1.0594148285866372E22,1.10752566066975E22,1.1556364927528654E22,1.2037473248359773E22,1.2518581569190869E22,1.2999689890022048E22,1.348079821085318E22,1.3961906531684294E22,1.4443014852515465E22,1.4924123173346628E22,1.5405231494177717E22,1.5886339815008838E22,1.6367448135840058E22,1.6848556456671195E22,1.7329664777502302E22,1.7810773098333429E22,1.8291881419164527E22,1.877298973999568E22,1.9254098060826852E22,1.9735206381657925E22,2.021631470248913E22,2.069742302332022E22,2.117853134415144E22,2.1659639664982597E22,2.214074798581365E22,2.262185630664474E22,2.3102964627475903E22,2.358407294830713E22,2.4065181269138187E22,2.4546289589969247E22,2.5027397910800483E22,2.5508506231631665E22,2.598961455246277E22,2.6470722873293923E22,2.6951831194125143E22,2.7432939514956173E22,2.791404783578739E22,2.8395156156618423E22,2.887626447744964E22,2.9357372798280766E22,2.9838481119111868E22,3.0319589439942982E22,3.0800697760774147E22,3.1281806081605295E22,3.1762914402436326E22,3.2244022723267567E22,3.2725131044098643E22,3.3206239364929896E22,3.368734768576092E22,3.4168456006592155E22,3.4649564327423257E22,3.513067264825434E22,3.5611780969085486E22,3.6092889289916693E22,3.657399761074779E22,3.7055105931578947E22,3.7536214252410104E22,3.801732257324116E22,3.849843089407247E22,3.897953921490352E22,3.946064753573454E22,3.994175585656573E22,4.042286417739687E22,4.090397249822806E22,4.138508081905929E22,4.1866189139890315E22,4.234729746072161E22,4.282840578155264E22,4.330951410238374E22,4.37906224232149E22,4.427173074404602E22,4.47528390648772E22,4.523394738570807E22,4.571505570653943E22,4.619616402737042E22,4.667727234820173E22,4.715838066903277E22,4.763948898986413E22,4.812059731069489E22,4.860170563152635E22
22.56157389369478,4.8757954537384477E20,9.651620651915743E20,1.4427445850092974E21,1.9203271048270195E21,2.397909624644746E21,2.8754921444624706E21,3.3530746642801953E21,3.830657184097935E21,4.3082397039156506E21,4.785822223733371E21,5.263404743551112E21,5.740987263368834E21,6.218569783186557E21,6.696152303004285E21,7.173734822822008E21,7.651317342639774E21,8.128899862457443E21,8.606482382275196E21,9.084064902092934E21,9.561647421910646E21,1.0039229941728418E22,1.0516812461546123E22,1.0994394981363857E22,1.1471977501181568E22,1.194956002099931E22,1.2427142540816997E22,1.2904725060634756E22,1.3382307580452446E22,1.3859890100270161E22,1.4337472620087919E22,1.4815055139905678E22,1.5292637659723354E22,1.5770220179541058E22,1.6247802699358864E22,1.67253852191766E22,1.7202967738994305E22,1.7680550258811997E22,1.81581327786297E22,1.8635715298447447E22,1.9113297818265185E22,1.959088033808284E22,2.006846285790069E22,2.0546045377718333E22,2.1023627897536118E22,2.1501210417353894E22,2.1978792937171523E22,2.245637545698917E22,2.293395797680697E22,2.341154049662475E22,2.388912301644246E22,2.4366705536260094E22,2.484428805607794E22,2.5321870575895646E22,2.5799453095713342E22,2.627703561553115E22,2.6754618135348907E22,2.7232200655166524E22,2.7709783174984296E22,2.8187365694801938E22,2.8664948214619735E22,2.914253073443752E22,2.9620113254255136E22,3.009769577407285E22,3.0575278293890537E22,3.105286081370833E22,3.1530443333525976E22,3.200802585334379E22,3.248560837316152E22,3.2963190892979292E22,3.3440773412796913E22,3.3918355932614756E22,3.4395938452432444E22,3.487352097225008E22,3.5351103492067825E22,3.5828686011885597E22,3.6306268531703343E22,3.678385105152107E22,3.7261433571338808E22,3.7739016091156487E22,3.821659861097428E22,3.869418113079207E22,3.917176365060962E22,3.964934617042746E22,4.012692869024511E22,4.060451121006287E22,4.10820937298807E22,4.155967624969831E22,4.203725876951621E22,4.251484128933379E22,4.299242380915153E22,4.3470006328969235E22,4.3947588848787044E22,4.44251713686047E22,4.490275388842216E22,4.5380336408240155E22,4.585791892805776E22,4.6335501447875665E22,4.681308396769318E22,4.729066648751115E22,4.7768249007328566E22,4.824583152714655E22
22.565615751329805,4.872334686144301E20,9.644456253473586E20,1.4416577820802818E21,1.9188699388132026E21,2.396082095546128E21,2.873294252279054E21,3.350506409011984E21,3.827718565744913E21,4.3049307224778337E21,4.782142879210754E21,5.259355035943686E21,5.736567192676608E21,6.213779349409544E21,6.69099150614247E21,7.168203662875393E21,7.645415819608362E21,8.122627976341218E21,8.599840133074184E21,9.077052289807104E21,9.554264446540007E21,1.0031476603272988E22,1.05086887600059E22,1.0985900916738835E22,1.1463113073471762E22,1.19403252302047E22,1.2417537386937565E22,1.2894749543670519E22,1.337196170040344E22,1.384917385713634E22,1.4326386013869288E22,1.480359817060223E22,1.5280810327335105E22,1.5758022484068045E22,1.6235234640801022E22,1.6712446797533982E22,1.7189658954266873E22,1.766687111099978E22,1.8144083267732663E22,1.8621295424465602E22,1.9098507581198543E22,1.9575719737931405E22,2.0052931894664397E22,2.0530144051397313E22,2.100735620813028E22,2.1484568364863237E22,2.196178052159613E22,2.2438992678328964E22,2.2916204835061927E22,2.3393416991794872E22,2.38706291485278E22,2.434784130526066E22,2.4825053461993696E22,2.5302265618726604E22,2.577947777545948E22,2.6256689932192516E22,2.673390208892546E22,2.721111424565829E22,2.7688326402391256E22,2.8165538559124113E22,2.86427507158571E22,2.911996287259006E22,2.959717502932287E22,3.0074387186055815E22,3.055159934278874E22,3.1028811499521677E22,3.1506023656254547E22,3.1983235812987492E22,3.246044796972047E22,3.2937660126453463E22,3.3414872283186316E22,3.3892084439919287E22,3.4369296596652207E22,3.4846508753385073E22,3.532372091011795E22,3.5800933066851E22,3.6278145223583867E22,3.675535738031681E22,3.72325695370497E22,3.770978169378263E22,3.81869938505157E22,3.866420600724863E22,3.914141816398138E22,3.961863032071445E22,4.009584247744729E22,4.057305463418021E22,4.1050266790913204E22,4.152747894764606E22,4.2004691104379204E22,4.2481903261111944E22,4.2959115417844835E22,4.343632757457784E22,4.3913539731310734E22,4.43907518880437E22,4.486796404477637E22,4.5345176201509525E22,4.582238835824228E22,4.629960051497538E22,4.6776812671708156E22,4.725402482844131E22,4.773123698517395E22,4.8208449141907105E22
22.56620256455774,4.871907438720349E20,9.643568403657015E20,1.4415229368593608E21,1.9186890333530203E21,2.395855129846684E21,2.8730212263403454E21,3.350187322834014E21,3.827353419327683E21,4.3045195158213346E21,4.781685612314992E21,5.258851708808669E21,5.736017805302328E21,6.213183901795996E21,6.690349998289659E21,7.167516094783313E21,7.644682191277014E21,8.121848287770616E21,8.599014384264319E21,9.076180480757977E21,9.553346577251625E21,1.0030512673745332E22,1.0507678770238987E22,1.098484486673265E22,1.1462010963226324E22,1.1939177059719987E22,1.2416343156213603E22,1.2893509252707294E22,1.3370675349200946E22,1.384784144569458E22,1.4325007542188272E22,1.480217363868194E22,1.5279339735175563E22,1.5756505831669227E22,1.623367192816297E22,1.671083802465666E22,1.7188004121150264E22,1.7665170217643937E22,1.814233631413757E22,1.8619502410631226E22,1.9096668507124902E22,1.95738346036185E22,2.0051000700112248E22,2.05281667966059E22,2.100533289309958E22,2.148249898959328E22,2.195966508608688E22,2.2436831182580487E22,2.291399727907419E22,2.339116337556786E22,2.3868329472061554E22,2.434549556855513E22,2.4822661665048903E22,2.529982776154257E22,2.5776993858036164E22,2.625415995452992E22,2.673132605102361E22,2.7208492147517176E22,2.7685658244010897E22,2.8162824340504492E22,2.8639990436998188E22,2.9117156533491896E22,2.95943226299855E22,3.0071488726479158E22,3.054865482297278E22,3.102582091946644E22,3.1502987015960073E22,3.1980153112453764E22,3.2457319208947456E22,3.293448530544121E22,3.341165140193479E22,3.3888817498428497E22,3.436598359492213E22,3.484314969141573E22,3.5320315787909404E22,3.579748188440317E22,3.6274647980896787E22,3.675181407739047E22,3.7228980173884136E22,3.770614627037775E22,3.8183312366871515E22,3.866047846336519E22,3.913764455985869E22,3.9614810656352485E22,4.009197675284604E22,4.056914284933974E22,4.104630894583348E22,4.152347504232705E22,4.200064113882096E22,4.247780723531446E22,4.295497333180804E22,4.343213942830174E22,4.390930552479538E22,4.438647162128913E22,4.486363771778255E22,4.534080381427646E22,4.581796991076994E22,4.629513600726376E22,4.6772302103757225E22,4.724946820025114E22,4.772663429674451E22,4.8203800393238505E22
22.633605814907643,4.802807907830971E20,9.501265575442906E20,1.4199723243054812E21,1.8898180910666647E21,2.359663857827859E21,2.8295096245890434E21,3.29935539135024E21,3.7692011581114386E21,4.2390469248726283E21,4.7088926916338076E21,5.178738458395014E21,5.648584225156201E21,6.118429991917391E21,6.588275758678591E21,7.058121525439776E21,7.527967292200988E21,7.997813058962135E21,8.467658825723351E21,8.937504592484537E21,9.407350359245727E21,9.877196126006962E21,1.0347041892768124E22,1.0816887659529314E22,1.1286733426290525E22,1.175657919305171E22,1.2226424959812864E22,1.2696270726574083E22,1.3166116493335275E22,1.363596226009642E22,1.4105808026857665E22,1.4575653793618872E22,1.5045499560380007E22,1.551534532714117E22,1.5985191093902435E22,1.6455036860663664E22,1.6924882627424822E22,1.7394728394185983E22,1.786457416094717E22,1.8334419927708364E22,1.880426569446954E22,1.927411146123068E22,1.974395722799199E22,2.021380299475312E22,2.068364876151436E22,2.115349452827559E22,2.1623340295036707E22,2.2093186061797842E22,2.2563031828559066E22,2.3032877595320327E22,2.350272336208148E22,2.397256912884261E22,2.444241489560389E22,2.4912260662365107E22,2.5382106429126217E22,2.5851952195887478E22,2.6321797962648693E22,2.6791643729409832E22,2.7261489496171055E22,2.773133526293217E22,2.820118102969343E22,2.8671026796454654E22,2.914087256321579E22,2.9610718329976945E22,3.0080564096738144E22,3.0550409863499312E22,3.1020255630260473E22,3.149010139702168E22,3.1959947163782894E22,3.2429792930544155E22,3.2899638697305295E22,3.336948446406655E22,3.383933023082773E22,3.4309175997588818E22,3.4779021764350095E22,3.5248867531111294E22,3.571871329787243E22,3.6188559064633686E22,3.6658404831394884E22,3.7128250598156006E22,3.7598096364917334E22,3.806794213167851E22,3.853778789843954E22,3.900763366520082E22,3.9477479431961955E22,3.9947325198723166E22,4.041717096548449E22,4.0887016732245596E22,4.135686249900695E22,4.182670826576795E22,4.229655403252915E22,4.2766399799290405E22,4.323624556605155E22,4.370609133281279E22,4.417593709957371E22,4.46457828663351E22,4.5115628633096215E22,4.5585474399857484E22,4.605532016661853E22,4.6525165933380015E22,4.699501170014077E22,4.746485746690232E22
22.63664100764069,4.800029005700502E20,9.495527805590652E20,1.419102660548076E21,1.8886525405370856E21,2.3582024205260987E21,2.827752300515107E21,3.2973021805041235E21,3.766852060493138E21,4.236401940482152E21,4.705951820471156E21,5.175501700460181E21,5.645051580449196E21,6.114601460438203E21,6.584151340427212E21,7.053701220416223E21,7.523251100405255E21,7.992800980394239E21,8.462350860383261E21,8.931900740372276E21,9.401450620361276E21,9.87100050035035E21,1.0340550380339325E22,1.0810100260328354E22,1.1279650140317366E22,1.1749200020306395E22,1.2218749900295361E22,1.2688299780284388E22,1.3157849660273384E22,1.362739954026239E22,1.4096949420251417E22,1.4566499300240462E22,1.5036049180229418E22,1.5505599060218432E22,1.5975148940207512E22,1.6444698820196535E22,1.69142487001855E22,1.7383798580174528E22,1.7853348460163498E22,1.8322898340152544E22,1.8792448220141527E22,1.926199810013049E22,1.9731547980119635E22,2.020109786010856E22,2.067064774009763E22,2.1140197620086682E22,2.1609747500075634E22,2.207929738006453E22,2.2548847260053633E22,2.301839714004268E22,2.3487947020031654E22,2.3957496900020626E22,2.442704678000974E22,2.4896596659998743E22,2.5366146539987715E22,2.5835696419976784E22,2.6305246299965773E22,2.677479617995475E22,2.724434605994383E22,2.7713895939932766E22,2.8183445819921843E22,2.8652995699910895E22,2.9122545579899818E22,2.959209545988881E22,3.0061645339877825E22,3.0531195219866852E22,3.1000745099855787E22,3.1470294979844835E22,3.193984485983386E22,3.240939473982298E22,3.2878944619811895E22,3.3348494499800993E22,3.3818044379790016E22,3.428759425977891E22,3.4757144139767952E22,3.522669401975702E22,3.569624389974598E22,3.6165793779735016E22,3.6635343659724035E22,3.7104893539713053E22,3.75744434197021E22,3.804399329969113E22,3.851354317968005E22,3.89830930596691E22,3.94526429396581E22,3.992219281964712E22,4.03917426996362E22,4.086129257962515E22,4.133084245961436E22,4.180039233960314E22,4.226994221959219E22,4.273949209958123E22,4.320904197957022E22,4.367859185955931E22,4.414814173954803E22,4.461769161953731E22,4.508724149952619E22,4.555679137951525E22,4.602634125950421E22,4.649589113949347E22,4.696544101948209E22,4.743499089947144E22
